system   D            wsystem.c:583  maybe_parent_dir                 [   0.00056] Also searching C:\Users\Max Giller\Documents\Visual Studio 2013\Projects\GameLogicTest\
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.48297] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.48299] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.48385] Glyph 26: 18x20 (20x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48418] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48420] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.48530] Glyph 49: 17x20 (20x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48539] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48541] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.48592] Glyph 46: 20x20 (20x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48601] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48603] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.48647] Glyph 45: 21x20 (24x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48656] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48658] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.48703] Glyph 59: 20x20 (20x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48711] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48713] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:114  _al_run_destructors              [   2.65087] calling dtor for object 02D272E8, func 0F662595
dtor     D               dtor.c:214  _al_unregister_destructor        [   2.65092] removed dtor for object 02D272E8
